Year,Filename,Topic,Paragraph_Length,Theme,Topic Interpretation,Group
2018,doc_AY2018_153_para_1748_12316.txt,7,179,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_153_para_1748_12317.txt,7,158,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_154_para_1749_12318.txt,11,148,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2018,doc_AY2018_155_para_1750_12324.txt,11,182,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2018,doc_AY2018_155_para_1750_12327.txt,7,109,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_155_para_1750_12328.txt,7,145,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_155_para_1750_12329.txt,19,126,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2018,doc_AY2018_156_para_1751_12332.txt,11,130,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2018,doc_AY2018_164_para_1759_12378.txt,11,100,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2018,doc_AY2018_164_para_1759_12382.txt,0,126,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_164_para_1759_12384.txt,7,111,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_165_para_1760_12389.txt,0,85,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_165_para_1760_12391.txt,0,110,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_171_para_1766_12425.txt,11,151,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2018,doc_AY2018_171_para_1766_12426.txt,2,108,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_171_para_1766_12427.txt,7,151,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_171_para_1766_12430.txt,10,154,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2018,doc_AY2018_173_para_1768_12438.txt,1,105,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_182_para_1777_12501.txt,17,145,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2018,doc_AY2018_183_para_1778_12502.txt,3,110,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_183_para_1778_12503.txt,10,154,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2018,doc_AY2018_183_para_1778_12504.txt,6,172,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_183_para_1778_12506.txt,16,116,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2018,doc_AY2018_183_para_1778_12508.txt,6,88,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_189_para_1784_12542.txt,11,191,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2018,doc_AY2018_189_para_1784_12543.txt,0,176,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_189_para_1784_12544.txt,7,187,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_192_para_1787_12558.txt,17,104,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2018,doc_AY2018_192_para_1787_12559.txt,17,116,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2018,doc_AY2018_192_para_1787_12563.txt,17,91,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2018,doc_AY2018_192_para_1787_12565.txt,17,104,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2018,doc_AY2018_198_para_1793_12598.txt,17,95,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2018,doc_AY2018_199_para_1794_12605.txt,0,222,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_200_para_1795_12608.txt,0,125,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_200_para_1795_12609.txt,0,131,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_200_para_1795_12612.txt,12,130,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2018,doc_AY2018_201_para_1796_12615.txt,1,132,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_201_para_1796_12618.txt,1,124,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_201_para_1796_12619.txt,12,109,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2018,doc_AY2018_201_para_1796_12620.txt,1,109,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_204_para_1799_12639.txt,7,137,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_208_para_1803_12661.txt,-1,157,Outlier,Outliers,G0
2018,doc_AY2018_212_para_1807_12688.txt,0,191,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_212_para_1807_12689.txt,0,174,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_212_para_1807_12691.txt,4,151,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2018,doc_AY2018_213_para_1808_12696.txt,20,180,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2018,doc_AY2018_214_para_1809_12705.txt,0,123,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_214_para_1809_12706.txt,0,84,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_219_para_1814_12737.txt,5,115,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_230_para_1825_12803.txt,6,128,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_230_para_1825_12806.txt,3,112,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_230_para_1825_12809.txt,-1,119,Outlier,Outliers,G0
2018,doc_AY2018_235_para_1830_12836.txt,19,115,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2018,doc_AY2018_238_para_1833_12860.txt,2,109,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_238_para_1833_12861.txt,-1,44,Outlier,Outliers,G0
2018,doc_AY2018_244_para_1839_12897.txt,7,214,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_244_para_1839_12899.txt,17,100,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2018,doc_AY2018_248_para_1843_12924.txt,0,94,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_248_para_1843_12926.txt,0,104,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_249_para_1844_12929.txt,7,123,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_249_para_1844_12930.txt,7,163,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_249_para_1844_12933.txt,0,109,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_251_para_1846_12943.txt,2,88,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_251_para_1846_12944.txt,2,107,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_251_para_1846_12945.txt,2,142,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_251_para_1846_12946.txt,2,99,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_251_para_1846_12948.txt,2,89,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_251_para_1846_12949.txt,2,99,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_251_para_1846_12950.txt,2,139,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_255_para_1850_12978.txt,3,89,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_260_para_1855_13004.txt,5,149,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_260_para_1855_13005.txt,1,123,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_260_para_1855_13007.txt,5,223,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_260_para_1855_13008.txt,5,201,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_267_para_1862_13047.txt,8,119,"Strategic Command, Technology, and Multi-Domain Warfare",Additive Manufacturing Technologies,G2
2018,doc_AY2018_267_para_1862_13048.txt,8,200,"Strategic Command, Technology, and Multi-Domain Warfare",Additive Manufacturing Technologies,G2
2018,doc_AY2018_267_para_1862_13049.txt,8,98,"Strategic Command, Technology, and Multi-Domain Warfare",Additive Manufacturing Technologies,G2
2018,doc_AY2018_267_para_1862_13050.txt,8,129,"Strategic Command, Technology, and Multi-Domain Warfare",Additive Manufacturing Technologies,G2
2018,doc_AY2018_270_para_1865_13070.txt,0,151,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_272_para_1867_13086.txt,0,149,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_281_para_1876_13143.txt,10,113,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2018,doc_AY2018_281_para_1876_13144.txt,5,127,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_281_para_1876_13145.txt,5,128,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_281_para_1876_13146.txt,5,135,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_281_para_1876_13147.txt,0,142,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_281_para_1876_13149.txt,0,114,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_281_para_1876_13150.txt,5,95,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_281_para_1876_13151.txt,5,96,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_281_para_1876_13152.txt,5,131,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_286_para_1881_13176.txt,1,81,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_286_para_1881_13177.txt,1,214,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_286_para_1881_13178.txt,1,117,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_286_para_1881_13179.txt,1,80,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_286_para_1881_13180.txt,1,165,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_286_para_1881_13182.txt,1,87,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_286_para_1881_13183.txt,1,119,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_286_para_1881_13186.txt,1,91,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_286_para_1881_13187.txt,1,90,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_289_para_1884_13209.txt,9,158,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2018,doc_AY2018_289_para_1884_13210.txt,9,237,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2018,doc_AY2018_289_para_1884_13211.txt,3,101,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_300_para_1895_13289.txt,0,154,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2019,doc_AY2019_001_para_1900_13324.txt,8,155,"Strategic Command, Technology, and Multi-Domain Warfare",Additive Manufacturing Technologies,G2
2019,doc_AY2019_001_para_1900_13325.txt,8,98,"Strategic Command, Technology, and Multi-Domain Warfare",Additive Manufacturing Technologies,G2
2019,doc_AY2019_001_para_1900_13326.txt,20,201,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2019,doc_AY2019_001_para_1900_13327.txt,0,89,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2019,doc_AY2019_001_para_1900_13328.txt,8,135,"Strategic Command, Technology, and Multi-Domain Warfare",Additive Manufacturing Technologies,G2
2019,doc_AY2019_001_para_1900_13329.txt,5,194,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2019,doc_AY2019_005_para_1904_13350.txt,11,116,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2019,doc_AY2019_005_para_1904_13352.txt,7,88,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2019,doc_AY2019_005_para_1904_13354.txt,0,147,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2019,doc_AY2019_005_para_1904_13355.txt,7,123,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2019,doc_AY2019_005_para_1904_13356.txt,11,218,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2019,doc_AY2019_008_para_1907_13366.txt,8,156,"Strategic Command, Technology, and Multi-Domain Warfare",Additive Manufacturing Technologies,G2
